series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	332	-72.33640958	18.40426539	HTI	Haiti	2	MALE	NUMBER	Male	Number	555	647	732	901	911	906	2016	911	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	332	-72.33640958	18.40426539	HTI	Haiti	3	BOTHSEX	NUMBER	Both	Number	747	882	1018	1250	1265	1257.5	2016	1265	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	336	12.45315803	41.90343751	VAT	Holy See	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	336	12.45315803	41.90343751	VAT	Holy See	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	336	12.45315803	41.90343751	VAT	Holy See	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	340	-86.59974381	14.82243161	HND	Honduras	1	FEMALE	NUMBER	Female	Number	42	51	55	66	69	67.5	2016	69	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	340	-86.59974381	14.82243161	HND	Honduras	2	MALE	NUMBER	Male	Number	110	133	149	188	199	193.5	2016	199	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	340	-86.59974381	14.82243161	HND	Honduras	3	BOTHSEX	NUMBER	Both	Number	152	183	204	254	268	261	2016	268	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	348	19.41221519	47.1651448	HUN	Hungary	1	FEMALE	NUMBER	Female	Number	822	625	594	517	490	503.5	2016	490	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	348	19.41221519	47.1651448	HUN	Hungary	2	MALE	NUMBER	Male	Number	2503	2063	1985	1469	1376	1422.5	2016	1376	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	348	19.41221519	47.1651448	HUN	Hungary	3	BOTHSEX	NUMBER	Both	Number	3325	2688	2579	1986	1866	1926	2016	1866	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	352	-19.02116966	64.79134763	ISL	Iceland	1	FEMALE	NUMBER	Female	Number	10	12	10	9	9	9	2016	9	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	352	-19.02116966	64.79134763	ISL	Iceland	2	MALE	NUMBER	Male	Number	36	23	33	37	37	37	2016	37	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	352	-19.02116966	64.79134763	ISL	Iceland	3	BOTHSEX	NUMBER	Both	Number	45	36	43	46	47	46.5	2016	47	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	356	79.3608464	22.34642074	IND	India	1	FEMALE	NUMBER	Female	Number	81262	94097	89921	93795	93878	93836.5	2016	93878	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	356	79.3608464	22.34642074	IND	India	2	MALE	NUMBER	Male	Number	101662	107441	112965	121874	121994	121934	2016	121994	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	356	79.3608464	22.34642074	IND	India	3	BOTHSEX	NUMBER	Both	Number	182924	201538	202886	215669	215872	215770.5	2016	215872	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	360	113.9174	-0.994582204	IDN	Indonesia	1	FEMALE	NUMBER	Female	Number	2609	2605	2667	2599	2609	2604	2016	2609	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	360	113.9174	-0.994582204	IDN	Indonesia	2	MALE	NUMBER	Male	Number	5591	6078	6176	6287	6370	6328.5	2016	6370	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	360	113.9174	-0.994582204	IDN	Indonesia	3	BOTHSEX	NUMBER	Both	Number	8199	8683	8843	8886	8978	8932	2016	8978	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	FEMALE	NUMBER	Female	Number	3038	2825	1634	1196	1230	1213	2016	1230	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	2	MALE	NUMBER	Male	Number	4037	4701	3268	2005	2029	2017	2016	2029	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	3	BOTHSEX	NUMBER	Both	Number	7075	7526	4902	3201	3259	3230	2016	3259	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	368	43.76606267	33.05013795	IRQ	Iraq	1	FEMALE	NUMBER	Female	Number	226	255	332	463	479	471	2016	479	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	368	43.76606267	33.05013795	IRQ	Iraq	2	MALE	NUMBER	Male	Number	409	420	521	646	648	647	2016	648	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	368	43.76606267	33.05013795	IRQ	Iraq	3	BOTHSEX	NUMBER	Both	Number	635	675	853	1109	1128	1118.5	2016	1128	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	372	-7.121425272	53.25274054	IRL	Ireland	1	FEMALE	NUMBER	Female	Number	93	104	130	107	109	108	2016	109	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	372	-7.121425272	53.25274054	IRL	Ireland	2	MALE	NUMBER	Male	Number	386	396	428	432	434	433	2016	434	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	372	-7.121425272	53.25274054	IRL	Ireland	3	BOTHSEX	NUMBER	Both	Number	479	500	557	539	543	541	2016	543	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	376	34.62277992	31.06164552	ISR	Israel	1	FEMALE	NUMBER	Female	Number	99	140	102	96	111	103.5	2016	111	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	376	34.62277992	31.06164552	ISR	Israel	2	MALE	NUMBER	Male	Number	349	359	440	306	329	317.5	2016	329	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	376	34.62277992	31.06164552	ISR	Israel	3	BOTHSEX	NUMBER	Both	Number	449	499	541	401	440	420.5	2016	440	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	380	12.57022427	42.79917282	ITA	Italy	1	FEMALE	NUMBER	Female	Number	1218	1187	1173	1381	1381	1381	2016	1381	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	380	12.57022427	42.79917282	ITA	Italy	2	MALE	NUMBER	Male	Number	3257	2943	3313	3405	3505	3455	2016	3505	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	380	12.57022427	42.79917282	ITA	Italy	3	BOTHSEX	NUMBER	Both	Number	4475	4130	4487	4786	4886	4836	2016	4886	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	FEMALE	NUMBER	Female	Number	406	523	692	930	971	950.5	2016	971	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	2	MALE	NUMBER	Male	Number	1183	1535	1900	2401	2475	2438	2016	2475	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	3	BOTHSEX	NUMBER	Both	Number	1589	2058	2592	3332	3446	3389	2016	3446	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	388	-77.31068409	18.15616857	JAM	Jamaica	1	FEMALE	NUMBER	Female	Number	11	11	13	15	15	15	2016	15	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	388	-77.31068409	18.15616857	JAM	Jamaica	2	MALE	NUMBER	Male	Number	50	41	43	47	47	47	2016	47	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	388	-77.31068409	18.15616857	JAM	Jamaica	3	BOTHSEX	NUMBER	Both	Number	60	52	56	61	62	61.5	2016	62	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	392	139.2716103	36.6554539	JPN	Japan	1	FEMALE	NUMBER	Female	Number	9031	8894	9245	7727	7434	7580.5	2016	7434	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	392	139.2716103	36.6554539	JPN	Japan	2	MALE	NUMBER	Male	Number	22438	23123	22088	17139	16250	16694.5	2016	16250	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	392	139.2716103	36.6554539	JPN	Japan	3	BOTHSEX	NUMBER	Both	Number	31469	32017	31333	24866	23684	24275	2016	23684	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	FEMALE	NUMBER	Female	Number	811	995	945	773	709	741	2016	709	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	MALE	NUMBER	Male	Number	4308	5123	4416	3653	3339	3496	2016	3339	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	3	BOTHSEX	NUMBER	Both	Number	5120	6118	5361	4426	4048	4237	2016	4048	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	400	37.13024774	30.65365973	JOR	Jordan	1	FEMALE	NUMBER	Female	Number	65	64	74	99	102	100.5	2016	102	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	400	37.13024774	30.65365973	JOR	Jordan	2	MALE	NUMBER	Male	Number	110	112	130	166	171	168.5	2016	171	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	400	37.13024774	30.65365973	JOR	Jordan	3	BOTHSEX	NUMBER	Both	Number	175	176	204	265	273	269	2016	273	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	404	37.86096816	0.534797278	KEN	Kenya	1	FEMALE	NUMBER	Female	Number	299	298	256	283	297	290	2016	297	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	404	37.86096816	0.534797278	KEN	Kenya	2	MALE	NUMBER	Male	Number	1097	1119	1023	1171	1235	1203	2016	1235	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	404	37.86096816	0.534797278	KEN	Kenya	3	BOTHSEX	NUMBER	Both	Number	1396	1416	1279	1455	1532	1493.5	2016	1532	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	FEMALE	NUMBER	Female	Number	928	1084	1174	1118	1100	1109	2016	1100	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	MALE	NUMBER	Male	Number	1376	1518	1751	1765	1752	1758.5	2016	1752	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	3	BOTHSEX	NUMBER	Both	Number	2303	2602	2925	2884	2852	2868	2016	2852	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
