series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	170	-73.07446751	3.888209046	COL	Colombia	2	INDEX	MP	Index	P	0.78193	0.78129	0.78065	0.77962	0.77827	0.77643	0.77404	0.77245	0.77051	0.76877	0.76654	0.7648	0.76302	0.76108	0.75923	0.75739	0.75511	0.75339	0.75105	0.74954	0.74713	0.74538	0.74387	0.74212	0.73998	0.73838	0.741946	2018	0.73838	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	170	-73.07446751	3.888209046	COL	Colombia	3	INDEX	UB	Index	Upper bound	0.78553	0.78461	0.78378	0.78331	0.78262	0.78138	0.77869	0.77761	0.77532	0.77352	0.77158	0.76965	0.76786	0.76621	0.7647	0.76304	0.76137	0.75989	0.75899	0.75813	0.75757	0.75695	0.75656	0.7562	0.75578	0.75503	0.756104	2018	0.75503	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	174	43.34234565	-11.66121732	COM	Comoros	1	INDEX	LB	Index	Lower bound	0.80983	0.814	0.81576	0.81805	0.81635	0.81541	0.81168	0.80975	0.80661	0.80134	0.80018	0.79248	0.78798	0.7859	0.77901	0.76757	0.762	0.75492	0.74483	0.74177	0.72408	0.71845	0.71097	0.70246	0.69069	0.68089	0.700692	2018	0.68089	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	174	43.34234565	-11.66121732	COM	Comoros	2	INDEX	MP	Index	P	0.8531	0.85248	0.85227	0.85217	0.84947	0.84702	0.84168	0.83797	0.83377	0.82833	0.82609	0.82173	0.81728	0.81347	0.80815	0.80615	0.80062	0.79546	0.79023	0.78616	0.78151	0.77856	0.77349	0.76866	0.76409	0.76072	0.769104	2018	0.76072	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	174	43.34234565	-11.66121732	COM	Comoros	3	INDEX	UB	Index	Upper bound	0.88381	0.87962	0.87699	0.87349	0.87317	0.8687	0.86408	0.85964	0.85532	0.85054	0.84604	0.84172	0.83756	0.83545	0.8319	0.82771	0.82501	0.82236	0.82436	0.82502	0.82747	0.83013	0.82841	0.82986	0.83352	0.83218	0.83082	2018	0.83218	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	175	45.14015057	-12.82217691	MYT	Mayotte	1	INDEX	LB	Index	Lower bound	0.9602	0.96045	0.95788	0.95402	0.9497	0.94515	0.94074	0.93633	0.93203	0.9275	0.92295	0.91894	0.9142	0.90975	0.90403	0.89781	0.89136	0.88211	0.87758	0.86858	0.863	0.85196	0.84276	0.83543	0.82766	0.82108	0.835778	2018	0.82108	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	175	45.14015057	-12.82217691	MYT	Mayotte	2	INDEX	MP	Index	P	0.96431	0.9643	0.96357	0.96227	0.95929	0.9548	0.95098	0.94625	0.94182	0.93731	0.93317	0.92887	0.92428	0.92035	0.91564	0.91085	0.90783	0.90432	0.89973	0.89502	0.8911	0.88591	0.88214	0.87576	0.87154	0.86837	0.876744	2018	0.86837	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	175	45.14015057	-12.82217691	MYT	Mayotte	3	INDEX	UB	Index	Upper bound	0.96694	0.96661	0.96624	0.9658	0.96538	0.96486	0.96027	0.95626	0.95167	0.9471	0.94297	0.93868	0.93423	0.92977	0.92537	0.92108	0.91687	0.91361	0.9123	0.91261	0.91262	0.91226	0.91369	0.91434	0.91457	0.91505	0.913982	2018	0.91505	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	178	15.22052612	-0.840544119	COG	Congo	1	INDEX	LB	Index	Lower bound	0.9774	0.97785	0.97784	0.97819	0.97862	0.97862	0.97937	0.97955	0.97967	0.97974	0.97964	0.97936	0.97903	0.97858	0.97786	0.97772	0.97669	0.97606	0.97561	0.97453	0.974	0.97328	0.97207	0.97164	0.97137	0.97025	0.971722	2018	0.97025	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	178	15.22052612	-0.840544119	COG	Congo	2	INDEX	MP	Index	P	0.98649	0.98601	0.98573	0.98526	0.98506	0.98479	0.98445	0.98425	0.98413	0.98408	0.98407	0.98411	0.9841	0.98402	0.98407	0.98407	0.98412	0.9841	0.98413	0.98417	0.98396	0.98408	0.98398	0.98396	0.9839	0.98384	0.983952	2018	0.98384	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	178	15.22052612	-0.840544119	COG	Congo	3	INDEX	UB	Index	Upper bound	0.98952	0.98867	0.9881	0.98753	0.98708	0.98685	0.98672	0.98653	0.98641	0.98635	0.98631	0.98623	0.9862	0.98619	0.98617	0.98619	0.9863	0.98666	0.98695	0.98739	0.98783	0.98844	0.98911	0.98947	0.99066	0.99072	0.98968	2018	0.99072	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	INDEX	LB	Index	Lower bound	0.89012	0.89016	0.89001	0.88997	0.88985	0.88979	0.88958	0.88953	0.88937	0.88894	0.88898	0.88876	0.88848	0.88802	0.88796	0.88755	0.88709	0.88683	0.88677	0.88651	0.88612	0.88597	0.8856	0.88537	0.88495	0.8846	0.885298	2018	0.8846	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	INDEX	MP	Index	P	0.89367	0.89349	0.89343	0.89335	0.89326	0.8932	0.89312	0.89309	0.89299	0.89293	0.89286	0.89272	0.89262	0.89251	0.89242	0.89236	0.89222	0.89215	0.892	0.89188	0.8919	0.89172	0.8916	0.89165	0.89143	0.89136	0.891552	2018	0.89136	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	INDEX	UB	Index	Upper bound	0.89671	0.89658	0.89644	0.89611	0.89596	0.89585	0.89574	0.89564	0.89562	0.89553	0.89553	0.89562	0.89558	0.89566	0.8958	0.89592	0.89596	0.89609	0.89612	0.89617	0.89638	0.8966	0.89688	0.89691	0.89709	0.89737	0.89697	2018	0.89737	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	184	-159.7711391	-21.22696458	COK	Cook Islands	1	INDEX	LB	Index	Lower bound	0.76665	0.76845	0.77242	0.77247	0.77438	0.77486	0.77516	0.77585	0.77263	0.77419	0.77524	0.7723	0.76933	0.7679	0.76485	0.75783	0.75508	0.75046	0.74627	0.73993	0.73619	0.73015	0.72777	0.72078	0.71642	0.71025	0.721074	2018	0.71025	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	184	-159.7711391	-21.22696458	COK	Cook Islands	2	INDEX	MP	Index	P	0.80063	0.802	0.80223	0.80247	0.80055	0.79848	0.79611	0.7955	0.79394	0.79182	0.79098	0.79056	0.78876	0.78697	0.78551	0.78244	0.78193	0.779	0.7784	0.77567	0.77463	0.77197	0.77128	0.76876	0.7661	0.76453	0.768528	2018	0.76453	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	184	-159.7711391	-21.22696458	COK	Cook Islands	3	INDEX	UB	Index	Upper bound	0.82657	0.82533	0.82477	0.82377	0.82042	0.81828	0.81682	0.81349	0.81184	0.81188	0.81013	0.81008	0.80847	0.80774	0.80737	0.80557	0.8061	0.80653	0.80548	0.81025	0.80927	0.81385	0.81394	0.81846	0.8205	0.81725	0.8168	2018	0.81725	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	188	-84.19712782	9.970998683	CRI	Costa Rica	1	INDEX	LB	Index	Lower bound	0.84546	0.84357	0.84277	0.83985	0.83698	0.83039	0.83101	0.82744	0.82313	0.82104	0.82047	0.81492	0.80994	0.80734	0.80195	0.7962	0.79121	0.78568	0.78332	0.77916	0.77126	0.76828	0.76352	0.75781	0.7514	0.74515	0.757232	2018	0.74515	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	188	-84.19712782	9.970998683	CRI	Costa Rica	2	INDEX	MP	Index	P	0.85532	0.85446	0.85341	0.8524	0.8507	0.84917	0.84721	0.84582	0.84388	0.84208	0.84082	0.83908	0.83785	0.83624	0.83483	0.83369	0.83226	0.83077	0.82909	0.82753	0.82591	0.82479	0.82322	0.82194	0.8195	0.81833	0.821556	2018	0.81833	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	188	-84.19712782	9.970998683	CRI	Costa Rica	3	INDEX	UB	Index	Upper bound	0.85918	0.85839	0.85738	0.85663	0.85541	0.85389	0.85279	0.85116	0.85	0.84857	0.847	0.84592	0.84439	0.8438	0.84215	0.8416	0.8405	0.84023	0.83985	0.83904	0.83888	0.83911	0.8388	0.83907	0.83831	0.83859	0.838776	2018	0.83859	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	191	17.95874553	45.45172212	HRV	Croatia	1	INDEX	LB	Index	Lower bound	0.90444	0.90361	0.90282	0.90217	0.90156	0.90092	0.90058	0.90025	0.89994	0.89956	0.89954	0.89945	0.89936	0.89927	0.89921	0.89911	0.89901	0.89895	0.89885	0.89876	0.8987	0.89856	0.89844	0.89832	0.8982	0.89814	0.898332	2018	0.89814	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	191	17.95874553	45.45172212	HRV	Croatia	2	INDEX	MP	Index	P	0.90517	0.90477	0.90421	0.90341	0.90284	0.90227	0.90161	0.90097	0.9006	0.90027	0.9	0.89977	0.89968	0.89962	0.89958	0.89957	0.89955	0.89952	0.8995	0.89948	0.89945	0.89941	0.8994	0.89937	0.89932	0.89932	0.899364	2018	0.89932	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	191	17.95874553	45.45172212	HRV	Croatia	3	INDEX	UB	Index	Upper bound	0.90584	0.90557	0.90525	0.90486	0.90404	0.90344	0.90281	0.9022	0.90159	0.90096	0.90068	0.90036	0.90005	0.89983	0.89982	0.89988	0.89994	0.89999	0.90002	0.90013	0.90021	0.90023	0.90028	0.90029	0.90037	0.90045	0.900324	2018	0.90045	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2018.Q2.G.01	ER_RSK_LSTI	Red List Index	192	-79.54460144	22.10030366	CUB	Cuba	1	INDEX	LB	Index	Lower bound	0.67416	0.67401	0.67335	0.67249	0.67157	0.67041	0.66911	0.66753	0.66677	0.66554	0.66411	0.66231	0.66118	0.66018	0.65845	0.65621	0.65487	0.65211	0.64878	0.6478	0.64586	0.64436	0.64101	0.63965	0.63697	0.63485	0.639368	2018	0.63485	BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
