series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Location	Units	Location description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	270	-15.39944785	13.45295927	GMB	Gambia	3	RURAL	PERCENT	Rural	Percentage	18.19	8.86	9.25	9.6	9.93	8.09	10.61	10.98	11.38	11.81	12.27	12.76	13.27	12.9	14.37	14.94	15.53	14.202	2016	15.53	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	ALLAREA	PERCENT	All areas	Percentage	99.7	98.99	99.05	99.1	99.14	99.19	99.7	99.34	99.45	99.58	99.9	99.7	100	100	99.9	100	100	99.98	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	275	35.25694122	31.94347933	PSE	State of Palestine	2	URBAN	PERCENT	Urban	Percentage	99.9	99.85	99.82	99.7	99.78	99.74	99.8	99.8	99.75	99.51	99.9	99.94	99.91	99.97	99.8	100	100	99.936	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	275	35.25694122	31.94347933	PSE	State of Palestine	3	RURAL	PERCENT	Rural	Percentage	99.3	96.77	97.02	97.7	97.15	97.7	99.4	94.24	98.61	95.66	99.7	98.39	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	276	10.3806066	51.08862743	DEU	Germany	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	276	10.3806066	51.08862743	DEU	Germany	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	276	10.3806066	51.08862743	DEU	Germany	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	ALLAREA	PERCENT	All areas	Percentage	44.68	46.7	48.71	48.3	52.72	54.73	55.09	58.79	60.5	62.94	65.04	64.06	69.29	70.7	78.3	75.72	79.3	74.662	2016	79.3	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	288	-1.205623522	7.964825185	GHA	Ghana	2	URBAN	PERCENT	Urban	Percentage	79.37	79.96	80.55	76.9	81.73	82.32	80.72	83.55	84.8	84.82	85.47	84.95	86.8	88.5	90.8	88.84	89.8	88.948	2016	89.8	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	288	-1.205623522	7.964825185	GHA	Ghana	3	RURAL	PERCENT	Rural	Percentage	17.49	19.92	22.37	24.1	27.37	29.95	33.85	35.32	38.2	41.03	44.02	40.95	50.26	48.6	63	60.29	66.6	57.75	2016	66.6	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	ALLAREA	PERCENT	All areas	Percentage	52.33	54.32	56.3	58.26	60.23	69.68	64.19	66.19	68.22	64.19	63.17	74.41	76.51	78.61	80.72	90.56	84.94	82.268	2016	84.94	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	296	-157.5643005	1.768837732	KIR	Kiribati	2	URBAN	PERCENT	Urban	Percentage	93.33	92.98	92.62	92.26	91.91	93.61	91.22	90.89	90.57	88.56	89.55	89.7	89.42	89.15	88.88	88.31	88.35	88.822	2016	88.35	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	296	-157.5643005	1.768837732	KIR	Kiribati	3	RURAL	PERCENT	Rural	Percentage	21.46	24.59	28.34	32.08	35.81	55.33	43.32	47.1	50.91	46.9	44.23	62.48	66.38	70.31	74.25	92.35	82.2	77.098	2016	82.2	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	300	22.58307827	39.47301873	GRC	Greece	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	300	22.58307827	39.47301873	GRC	Greece	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	300	22.58307827	39.47301873	GRC	Greece	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	304	-41.39371316	74.75625681	GRL	Greenland	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	304	-41.39371316	74.75625681	GRL	Greenland	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	ALLAREA	PERCENT	All areas	Percentage	85.95	86.3	86.64	86.97	87.3	87.63	87.98	88.35	90	89.14	89.57	88.8	90.47	90.93	91.4	91.87	92.34	91.402	2016	92.34	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	308	-61.68248568	12.11238395	GRD	Grenada	2	URBAN	PERCENT	Urban	Percentage	85.95	86.3	86.64	86.97	87.3	87.63	87.98	88.35	90	89.14	89.57	88.8	90.47	90.93	91.4	91.87	92.34	91.402	2016	92.34	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	308	-61.68248568	12.11238395	GRD	Grenada	3	RURAL	PERCENT	Rural	Percentage	85.95	86.3	86.64	86.97	87.3	87.63	87.98	88.35	90	89.14	89.57	88.8	90.47	90.93	91.4	91.87	92.34	91.402	2016	92.34	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	316	144.7029305	13.35485404	GUM	Guam	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	316	144.7029305	13.35485404	GUM	Guam	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	316	144.7029305	13.35485404	GUM	Guam	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	ALLAREA	PERCENT	All areas	Percentage	73.32	73.73	78.67	78.51	77.13	78.27	83.73	80.58	81.77	82.98	84.2	84.03	86.7	87.96	85.49	90.51	91.78	88.488	2016	91.78	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	320	-91.2312746	15.00273719	GTM	Guatemala	2	URBAN	PERCENT	Urban	Percentage	95.4	93.26	95.71	96.03	93.82	94.01	94.41	94.43	94.65	94.89	95.14	94.6	95.67	95.94	94.46	96.49	96.77	95.866	2016	96.77	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	320	-91.2312746	15.00273719	GTM	Guatemala	3	RURAL	PERCENT	Rural	Percentage	56.38	57.41	67.08	66.14	62.48	64.21	71.35	67.79	69.66	71.58	73.56	72.11	77.66	79.77	74.82	84.13	86.36	80.548	2016	86.36	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	324	-11.28173419	11.00210343	GIN	Guinea	1	ALLAREA	PERCENT	All areas	Percentage	16.51	17.43	18.33	19.23	20.13	20.2	21.95	22.89	23.84	24.82	25.82	26.83	26.2	28.88	29.92	30.96	33.5	29.892	2016	33.5	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	324	-11.28173419	11.00210343	GIN	Guinea	2	URBAN	PERCENT	Urban	Percentage	56.07	57.57	59.08	60.58	62.09	63.8	65.13	66.66	68.21	69.77	71.34	72.92	74.2	76.1	77.69	79.29	82.2	77.896	2016	82.2	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	324	-11.28173419	11.00210343	GIN	Guinea	3	RURAL	PERCENT	Rural	Percentage						2.8	0.5	0.74	0.98	1.23	1.46	1.69	2.9	2.09	2.25	2.39	6.9	3.306	2016	6.9	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	328	-58.97322037	4.788012784	GUY	Guyana	1	ALLAREA	PERCENT	All areas	Percentage	74.62	75.17	75.71	76.24	76.77	77.5	73.38	78.43	79.02	77.6	80.26	80.9	81.56	82.22	86.9	83.57	84.24	83.698	2016	84.24	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	328	-58.97322037	4.788012784	GUY	Guyana	2	URBAN	PERCENT	Urban	Percentage	87.13	87.28	87.42	87.56	87.71	81.6	82.42	88.2	88.38	90.9	88.79	89.01	89.23	89.46	94.4	89.93	90.17	90.638	2016	90.17	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	328	-58.97322037	4.788012784	GUY	Guyana	3	RURAL	PERCENT	Rural	Percentage	69.59	70.32	71.04	71.74	72.44	75.5	69.47	74.59	75.34	72.3	76.9	77.71	78.53	79.35	84	81.02	81.86	80.952	2016	81.86	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	332	-72.33640958	18.40426539	HTI	Haiti	1	ALLAREA	PERCENT	All areas	Percentage	33.7	31.54	33.03	31.6	33.69	34.02	33.9	34.73	35.11	35.52	35.94	36.38	37.9	37.29	37.75	38.22	38.69	37.97	2016	38.69	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	332	-72.33640958	18.40426539	HTI	Haiti	2	URBAN	PERCENT	Urban	Percentage	81.9	62.46	69	50.39	68.38	68.08	68.9	67.5	67.23	66.97	66.72	66.48	72.6	66.03	65.8	65.58	65.36	67.074	2016	65.36	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	332	-72.33640958	18.40426539	HTI	Haiti	3	RURAL	PERCENT	Rural	Percentage	5.2	10.44	10.1	10.5	8.17	7.17	11.7	5.2	4.28	3.4	2.57	1.8	15.2	0.46				7.83	2013	0.46	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	336	12.45315803	41.90343751	VAT	Holy See	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	336	12.45315803	41.90343751	VAT	Holy See	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	336	12.45315803	41.90343751	VAT	Holy See	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	340	-86.59974381	14.82243161	HND	Honduras	1	ALLAREA	PERCENT	All areas	Percentage	67.62	68.81	63.14	65.09	67.11	68.9	71.27	73.55	76.4	78.27	80.98	82.2	83.61	87.18	88.65	89.98	87.58	87.4	2016	87.58	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	340	-86.59974381	14.82243161	HND	Honduras	2	URBAN	PERCENT	Urban	Percentage	94.46	94.79	93.14	94.47	95.89	96.04	96.86	97.54	97.96	97.92	98.76	99.17	98.49	98.99	98.76	98.9	100	99.028	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	340	-86.59974381	14.82243161	HND	Honduras	3	RURAL	PERCENT	Rural	Percentage	45.25	46.71	34.15	37.12	40.1	42.35	46.94	50.45	55.27	59.19	63.87	65.76	69.22	75.78	76.32	78.31	72.2	74.366	2016	72.2	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	348	19.41221519	47.1651448	HUN	Hungary	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	348	19.41221519	47.1651448	HUN	Hungary	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	348	19.41221519	47.1651448	HUN	Hungary	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	352	-19.02116966	64.79134763	ISL	Iceland	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	352	-19.02116966	64.79134763	ISL	Iceland	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	352	-19.02116966	64.79134763	ISL	Iceland	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	356	79.3608464	22.34642074	IND	India	1	ALLAREA	PERCENT	All areas	Percentage	59.4	55.8	62.3	63.92	64.4	66.93	67.9	69.99	71.55	75	76.3	67.6	79.9	79.6	81.24	88	84.53	82.654	2016	84.53	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	356	79.3608464	22.34642074	IND	India	2	URBAN	PERCENT	Urban	Percentage	88.71	87.6	89.84	90.4	90.97	91.54	93.1	92.71	93.31	96.1	94	92.9	96.1	96.48	97.14	97.5	98.45	97.134	2016	98.45	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	356	79.3608464	22.34642074	IND	India	3	RURAL	PERCENT	Rural	Percentage	48.18	43.6	51.46	53.33	53.6	56.77	55.7	60.29	62.11	66	65.7	55.8	72.7	71.66	73.63	83.2	77.63	75.764	2016	77.63	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	360	113.9174	-0.994582204	IDN	Indonesia	1	ALLAREA	PERCENT	All areas	Percentage	86.3	86.26	87.6	87.94	89.01	86.19	90.62	91.1	92.73	93.55	94.15	94.83	96	96.46	97.01	97.54	97.62	96.926	2016	97.62	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	360	113.9174	-0.994582204	IDN	Indonesia	2	URBAN	PERCENT	Urban	Percentage	95.38	95.71	96.03	98.1	96.68	97.02	97.36	98.2	98.09	98.9	98.96	99.35	99.2	99.67	99.74	99.83	100	99.688	2016	100	Source: Global Tracking Framework 2018	G
