"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Freq_Code","Freq_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Latest_Year","Latest_Value","Nature_Desc","Source"
"840","United States of America","USA","-99.13830311","39.5277871","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","15.5","15.5","16","15.7","15.5","15.5","15.3","14.6","13.2","11.9","11.5","11.2","11.4","10.6",2013.0,"10.6","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"850","United States Virgin Islands","VIR","-64.76960113","17.73297693","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"854","Burkina Faso","BFA","-1.742843829","12.27491081","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","29.6","29.7","29.9","30","30.3","30.4","30.2","30.8","31","31","31.2","31.2","30","30",2013.0,"30","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"858","Uruguay","URY","-56.01387025","-32.8002838","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","16.3","15.1","12","11.8","13.5","12.4","14","13.9","15.4","15.9","16.5","16.9","15","16.6",2013.0,"16.6","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"860","Uzbekistan","UZB","63.11944558","41.77560518","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","9.7","9.6","8","10","12.9","13","13","14.4","13.7","14.2","12.4","12.5","11.6","11.2",2013.0,"11.2","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"862","Venezuela (Bolivarian Republic of)","VEN","-66.15642084","7.121324748","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","27.2","29.8","29.6","27.1","27.9","26.9","30.4","36.2","37","36.1","39.3","41.1","43.1","45.1",2013.0,"45.1","Country adjusted data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"876","Wallis and Futuna Islands","WLF","-176.2034788","-13.28471201","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"882","Samoa","WSM","-172.4430749","-13.61541469","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","16.6","14.8","15.3","15.2","15.1","14.5","14.4","14.8","14.7","29.8","15.1","14.9","15.9","15.8",2013.0,"15.8","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"887","Yemen","YEM","45.22389143","15.22242099","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","20.3","20.4","20.3","20.5","20.8","20.9","21.2","21.3","21.6","21.6","21.6","22.5","21.5","21.5",2013.0,"21.5","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
"894","Zambia","ZMB","27.850329","-14.59701056","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","ANNUAL","Global","G","Global","28.4","28.3","28.5","28.2","28","27.9","27.6","27.3","27.1","26.9","26.9","24.5","24.7","24.7",2013.0,"24.7","Estimated data","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)"
