"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","Sex_Code","Sex_Desc","TypeOfSkill_Code","TypeOfSkill_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2012","Footnotes_2013","Footnotes_2015","Nature_Code_2012","Nature_Code_2013","Nature_Code_2015","Source_2012","Source_2013","Source_2015","TimeDetail_2012","TimeDetail_2013","TimeDetail_2015","Value_2012","Value_2013","Value_2015","Latest_Year","Latest_Value"
"CMR","12.7419827","5.692387031","120","Cameroon","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","NUME","Numeracy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"CPV","-23.63544151","15.07791834","132","Cabo Verde","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","15-65","15 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"CPV","-23.63544151","15.07791834","132","Cabo Verde","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"CPV","-23.63544151","15.07791834","132","Cabo Verde","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","NUME","Numeracy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"CYM","-81.16740559","19.32266656","136","Cayman Islands","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","15-65","15 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"CYM","-81.16740559","19.32266656","136","Cayman Islands","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"CYM","-81.16740559","19.32266656","136","Cayman Islands","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","NUME","Numeracy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"CAF","20.93559492","7.003720791","140","Central African Republic","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","15-65","15 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"CAF","20.93559492","7.003720791","140","Central African Republic","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"CAF","20.93559492","7.003720791","140","Central African Republic","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","NUME","Numeracy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"TCD","18.66618401","15.36279341","148","Chad","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","15-65","15 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
"TCD","18.66618401","15.36279341","148","Chad","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.6","By 2030, ensure that all youth and a substantial proportion of adults, both men and women, achieve literacy and numeracy","4.6.1","Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","1","SE_ADT_FUNS","Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)","2019.Q1.G.01","16-65","16 to 65 years old","BOTHSEX","Both sexes","LITE","Literacy","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","",""
