"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"233","Estonia","EST","25.84093481","58.68487172","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","89.39967","91.9009","93.61169","91.42972","93.39586","92.85625","","",2015.0,"92.85625","Country data","UNESCO Institute for Statistics"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"234","Faroe Islands","FRO","-7.122044325","62.21228119","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"234","Faroe Islands","FRO","-7.122044325","62.21228119","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","48.61537","","49.66011","","","","","","","","","","","",2006.0,"49.66011","Country data","UNESCO Institute for Statistics"
"242","Fiji","FJI","177.9660884","-17.83301566","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.2","By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education","4.2.2","Participation rate in organized learning (one year before the official primary entry age), by sex","1","SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age), by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","50.2258","","50.61759","","","","","","","","","","","",2006.0,"50.61759","Country data","UNESCO Institute for Statistics"
