series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	328	-58.97322037	4.788012784	GUY	Guyana	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	89	89	124	133	127	135	150	126	138	162	151	150	157	142	113	117	118	129.4	2016	118	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	328	-58.97322037	4.788012784	GUY	Guyana	2	PER_100000_POP	MP	Per 100,000 population	P	70	70	98	105	100	106	118	99	109	128	119	118	124	112	89	93	93	102.2	2016	93	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	328	-58.97322037	4.788012784	GUY	Guyana	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	54	54	75	80	77	81	91	76	84	98	91	91	95	86	68	71	71	78.2	2016	71	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	332	-72.33640958	18.40426539	HTI	Haiti	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	386	392	395	396	394	389	380	368	354	340	327	294	267	251	253	235	222	245.6	2016	222	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	332	-72.33640958	18.40426539	HTI	Haiti	2	PER_100000_POP	MP	Per 100,000 population	P	270	274	277	277	276	272	266	257	248	238	229	220	213	206	200	194	188	200.2	2016	188	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	332	-72.33640958	18.40426539	HTI	Haiti	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	175	177	179	180	179	176	172	167	160	154	148	157	165	166	154	156	156	159.4	2016	156	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	336	12.45315803	41.90343751	VAT	Holy See	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	336	12.45315803	41.90343751	VAT	Holy See	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	336	12.45315803	41.90343751	VAT	Holy See	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	340	-86.59974381	14.82243161	HND	Honduras	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	155	119	103	91	79	71	67	57	57	58	55	61	56	54	50	51	50	52.2	2016	50	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	340	-86.59974381	14.82243161	HND	Honduras	2	PER_100000_POP	MP	Per 100,000 population	P	123	94	82	72	62	57	53	45	45	45	44	48	44	43	40	41	40	41.6	2016	40	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	340	-86.59974381	14.82243161	HND	Honduras	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	94	72	63	55	48	43	41	34	34	35	34	37	34	33	30	31	30	31.6	2016	30	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	120	134	123	116	111	110	107	103	106	98	93	89	90	88	88	82	80	85.6	2016	80	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	PER_100000_POP	MP	Per 100,000 population	P	104	116	107	100	96	95	93	89	92	85	81	77	78	76	76	71	69	74	2016	69	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	89	99	91	86	82	82	79	76	79	73	69	66	67	65	65	61	59	63.4	2016	59	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	348	19.41221519	47.1651448	HUN	Hungary	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	40	38	36	36	30	24	22	20	19	17	20	17	16	14	11	12	10	12.6	2016	10	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	348	19.41221519	47.1651448	HUN	Hungary	2	PER_100000_POP	MP	Per 100,000 population	P	35	33	31	31	26	21	19	18	16	15	18	15	14	12	9.4	10	8.8	10.84	2016	8.8	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	348	19.41221519	47.1651448	HUN	Hungary	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	30	28	26	26	22	18	17	15	14	13	15	13	12	10	8	8.6	7.5	9.22	2016	7.5	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	352	-19.02116966	64.79134763	ISL	Iceland	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	6.2	5.6	3.7	2.3	5	4.5	5.8	5.2	2.6	3.8	9.1	3.3	4.1	4.5	3.2	2.8	2.4	3.4	2016	2.4	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	352	-19.02116966	64.79134763	ISL	Iceland	2	PER_100000_POP	MP	Per 100,000 population	P	5.3	4.9	3.2	2	4.3	3.9	5	4.5	2.2	3.3	7.9	2.8	3.5	3.9	2.8	2.4	2.1	2.94	2016	2.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	352	-19.02116966	64.79134763	ISL	Iceland	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	4.6	4.2	2.8	1.7	3.7	3.3	4.3	3.9	1.9	2.8	6.8	2.4	3	3.3	2.4	2.1	1.8	2.52	2016	1.8	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	356	79.3608464	22.34642074	IND	India	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	473	472	470	467	463	456	448	439	428	417	405	394	384	374	365	355	345	364.6	2016	345	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	356	79.3608464	22.34642074	IND	India	2	PER_100000_POP	MP	Per 100,000 population	P	289	288	287	285	282	279	274	268	261	254	247	241	234	228	223	217	211	222.6	2016	211	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	356	79.3608464	22.34642074	IND	India	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	149	149	149	148	146	144	142	139	135	132	128	125	121	118	115	112	109	115	2016	109	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	360	113.9174	-0.994582204	IDN	Indonesia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	641	639	637	634	629	624	619	612	605	599	592	586	581	575	570	564	558	569.6	2016	558	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	360	113.9174	-0.994582204	IDN	Indonesia	2	PER_100000_POP	MP	Per 100,000 population	P	449	448	446	444	441	437	433	429	424	419	415	410	407	403	399	395	391	399	2016	391	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	360	113.9174	-0.994582204	IDN	Indonesia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	290	290	288	287	285	283	280	277	274	271	268	266	263	261	258	255	253	258	2016	253	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	28	28	27	25	23	21	21	20	21	22	22	23	23	23	21	20	18	21	2016	18	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	2	PER_100000_POP	MP	Per 100,000 population	P	22	22	21	20	18	16	16	16	16	17	17	18	18	18	16	16	14	16.4	2016	14	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	17	17	16	15	14	13	13	12	12	13	13	14	14	14	12	12	11	12.6	2016	11	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	368	43.76606267	33.05013795	IRQ	Iraq	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	57	56	56	55	55	54	54	53	53	52	51	51	50	50	49	49	48	49.2	2016	48	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	368	43.76606267	33.05013795	IRQ	Iraq	2	PER_100000_POP	MP	Per 100,000 population	P	50	50	49	49	48	48	48	47	46	46	45	45	45	45	43	43	43	43.8	2016	43	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	368	43.76606267	33.05013795	IRQ	Iraq	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	44	44	43	43	42	42	42	41	41	40	40	39	39	39	38	38	37	38.2	2016	37	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	372	-7.121425272	53.25274054	IRL	Ireland	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	13	13	13	13	13	13	14	13	13	12	11	11	9.7	10	8.4	8.3	8.2	8.92	2016	8.2	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	372	-7.121425272	53.25274054	IRL	Ireland	2	PER_100000_POP	MP	Per 100,000 population	P	12	12	11	12	11	12	12	11	11	11	9.6	9.6	8.4	8.7	7.3	7.2	7.1	7.74	2016	7.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	372	-7.121425272	53.25274054	IRL	Ireland	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	9.9	9.9	9.3	9.9	9.7	9.9	10	9.7	9.4	9.2	8.2	8.2	7.2	7.5	6.2	6.2	6.1	6.64	2016	6.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	376	34.62277992	31.06164552	ISR	Israel	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	12	11	9.9	9.9	9.4	7.5	6.7	7.6	6	6.3	6.1	7.2	8.7	5.2	6	4.6	4.1	5.72	2016	4.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	376	34.62277992	31.06164552	ISR	Israel	2	PER_100000_POP	MP	Per 100,000 population	P	10	9.6	8.6	8.5	8.1	6.5	5.8	6.6	5.2	5.5	5.3	6.3	7.6	4.5	5.2	4	3.5	4.96	2016	3.5	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	376	34.62277992	31.06164552	ISR	Israel	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	8.8	8.2	7.3	7.3	6.9	5.5	5	5.6	4.5	4.7	4.5	5.4	6.5	3.9	4.5	3.4	3	4.26	2016	3	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	380	12.57022427	42.79917282	ITA	Italy	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	8.1	9.9	9	10	9	8.7	9.3	6.2	9.2	9.1	10	7.6	6.9	6.7	7.5	7.8	7.1	7.2	2016	7.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	380	12.57022427	42.79917282	ITA	Italy	2	PER_100000_POP	MP	Per 100,000 population	P	7	8.6	7.8	8.6	7.8	7.5	8.1	5.3	8	7.9	8.7	6.6	6	5.8	6.5	6.7	6.1	6.22	2016	6.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	380	12.57022427	42.79917282	ITA	Italy	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	6	7.3	6.7	7.4	6.7	6.4	6.9	4.6	6.8	6.7	7.5	5.6	5.1	5	5.5	5.7	5.3	5.32	2016	5.3	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	524	499	471	441	411	382	356	333	313	295	280	266	254	229	235	227	220	233	2016	220	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	2	PER_100000_POP	MP	Per 100,000 population	P	367	350	330	309	288	267	249	233	219	207	196	186	178	170	165	159	153	165	2016	153	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	237	226	213	200	186	173	161	151	142	134	127	120	115	120	106	103	99	108.6	2016	99	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	388	-77.31068409	18.15616857	JAM	Jamaica	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	7.6	7.1	6.2	7	6.7	5.2	5.4	5.9	6	7.8	7.3	5.9	5.1	5.3	4.8	5.7	5.7	5.32	2016	5.7	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	388	-77.31068409	18.15616857	JAM	Jamaica	2	PER_100000_POP	MP	Per 100,000 population	P	6	5.6	4.9	5.5	5.3	4.1	4.3	4.7	4.7	6.2	5.8	4.6	4	4.2	3.8	4.5	4.5	4.2	2016	4.5	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	388	-77.31068409	18.15616857	JAM	Jamaica	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	4.6	4.3	3.8	4.2	4.1	3.1	3.3	3.6	3.6	4.7	4.4	3.6	3.1	3.2	2.9	3.4	3.4	3.2	2016	3.4	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	392	139.2716103	36.6554539	JPN	Japan	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	41	37	34	33	31	28	26	26	25	24	23	23	22	21	20	19	18	20	2016	18	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	392	139.2716103	36.6554539	JPN	Japan	2	PER_100000_POP	MP	Per 100,000 population	P	36	32	30	28	27	24	23	22	22	21	20	20	19	18	18	16	16	17.4	2016	16	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	392	139.2716103	36.6554539	JPN	Japan	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	30	27	25	24	23	21	19	19	19	18	17	17	16	16	15	14	14	15	2016	14	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	237	262	277	284	282	266	245	233	222	215	207	191	173	153	132	113	95	133.2	2016	95	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	PER_100000_POP	MP	Per 100,000 population	P	166	183	194	199	197	186	172	163	156	151	145	134	121	107	93	79	67	93.4	2016	67	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	398	66.65359159	48.01963494	KAZ	Kazakhstan	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	107	119	126	129	128	120	111	105	101	97	94	87	78	69	60	51	43	60.2	2016	43	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	400	37.13024774	30.65365973	JOR	Jordan	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	9.5	10	9.3	9.4	9.3	10	10	8.6	8.7	8.6	7.4	6.8	6.5	6.5	6.9	7.3	7.1	6.86	2016	7.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	400	37.13024774	30.65365973	JOR	Jordan	2	PER_100000_POP	MP	Per 100,000 population	P	7.5	8.2	7.4	7.4	7.3	8	7.9	6.8	6.9	6.8	5.9	5.4	5.2	5.2	5.5	5.8	5.6	5.46	2016	5.6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	400	37.13024774	30.65365973	JOR	Jordan	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	5.7	6.3	5.6	5.7	5.6	6.1	6.1	5.2	5.3	5.2	4.5	4.1	4	4	4.2	4.4	4.3	4.18	2016	4.3	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	404	37.86096816	0.534797278	KEN	Kenya	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	668	740	791	904	939	933	958	915	836	838	786	750	698	656	626	564	516	612	2016	516	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	404	37.86096816	0.534797278	KEN	Kenya	2	PER_100000_POP	MP	Per 100,000 population	P	451	499	534	610	634	630	646	618	564	566	531	506	471	443	423	380	348	413	2016	348	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	404	37.86096816	0.534797278	KEN	Kenya	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	276	306	327	373	388	385	395	378	345	346	325	310	288	271	259	233	213	252.8	2016	213	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	584	584	584	584	584	584	584	584	584	584	584	584	584	584	584	584	584	584	2016	584	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	PER_100000_POP	MP	Per 100,000 population	P	513	513	513	513	513	513	513	513	513	513	513	513	513	513	513	513	513	513	2016	513	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	446	446	446	446	446	446	446	446	446	446	446	446	446	446	446	446	446	446	2016	446	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	53	89	83	88	82	101	99	98	94	100	102	106	100	95	91	85	82	90.6	2016	82	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	410	127.8610254	36.45201023	KOR	Republic of Korea	2	PER_100000_POP	MP	Per 100,000 population	P	49	84	78	82	77	94	92	91	88	94	95	99	94	89	85	79	77	84.8	2016	77	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	410	127.8610254	36.45201023	KOR	Republic of Korea	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	46	78	73	76	71	88	86	85	82	87	89	93	87	83	79	74	71	78.8	2016	71	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
