ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Footnotes_2017,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Nature_Code_2017,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,Source_2017,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,TimeDetail_2017,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Value_2017,Latest_Year,Latest_Value
MDA,28.4650624,47.20236795,498,Republic of Moldova,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,99.6000000000000,,,,,,2012.0,99.6000000000000
MNE,19.25214024,42.78717043,499,Montenegro,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,99.4000000000000,,,,,2013.0,99.4000000000000
BGD,89.17660788,22.86961622,50,Bangladesh,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,20.2000000000000,,,,2014.0,20.2000000000000
MAR,-6.281942841,31.8440131,504,Morocco,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,Percentage of live births in the 5 years preceding the survey that were registered regardless of whether child survived or not,,,,,,,,,,,,C,,,,,,,,,,,,ENPSF,,,,,,,,,,,,,,,,,,,,,,,,94.0000000000000,,,,,,,2011.0,94.0000000000000
MOZ,38.18479941,-14.27963886,508,Mozambique,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,47.9000000000000,,,,,,,2011.0,47.9000000000000
ARM,44.93839317,40.29499741,51,Armenia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,99.3,,2016.0,99.3
,,,513,Europe and Northern America,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,Based on 41 countries with a population coverage of 98 per cent,,,,,,,,,,,,E,,,,,,,,,,,,"DHS, MICS, other national surveys, censuses and vital registration systems",,,,,,,,,,,,,,,,,,,,,,,,100.0,2017.0,100.0
NAM,17.21907885,-22.13817068,516,Namibia,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,Includes children with a hospital card,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,87.1000000000000,,,,,2013.0,87.1000000000000
BRB,-59.5346489,13.13648273,52,Barbados,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,MICS,,,,,,,,,,,,,,,,,,,,,,,,98.7000000000000,,,,,,2012.0,98.7000000000000
NRU,166.92313,-0.528742623,520,Nauru,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,Not included in aggregates as falls outside year range,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,82.6000000000000,,,,,,,,,,,2007.0,82.6000000000000
NPL,83.94678863,28.25866332,524,Nepal,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,56.2,,2016.0,56.2
NLD,5.331480568,51.86728884,528,Netherlands,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,,,,,,,,,,,,E,,,,,,,,,,,,UNSD,,,,,,,,,,,,,,,,,,,,,,,,100.0000000000000,,,,2014.0,100.0000000000000
,,,53,Australia and New Zealand,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,Based on 2 countries with a population coverage of 100 per cent,,,,,,,,,,,,E,,,,,,,,,,,,"DHS, MICS, other national surveys, censuses and vital registration systems",,,,,,,,,,,,,,,,,,,,,,,,100.0,2017.0,100.0
VUT,167.0679779,-15.34445547,548,Vanuatu,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,Children with a birth certificate,,,,,,,,,,,,C,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,43.4000000000000,,,,,2013.0,43.4000000000000
NZL,170.4755673,-43.98721568,554,New Zealand,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered,,,,,,,,,,,,E,,,,,,,,,,,,UNSD,,,,,,,,,,,,,,,,,,,,,,,,100.0000000000000,,,,2014.0,100.0000000000000
NIC,-85.03060315,12.84210839,558,Nicaragua,16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.9,"By 2030, provide legal identity for all, including birth registration",16.9.1,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",1,SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age),2019.Q1.G.01,<5Y,under 5 years old,G,Global,NUM_U5_M,Millions of children aged 0-59 months,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,ENDESA,,,,,,,,,,,,,,,,,,,,,,,,84.7000000000000,,,,,,2012.0,84.7000000000000
