series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	IHR Capacity	Units description	IHR Capacity description	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	2	PERCENT	IHR07	Percentage	Human resources	83	100	100	100	60	40	60	40	60	2017	40	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	3	PERCENT	IHR08	Percentage	Laboratory	94	80	91	96	96	96	100	100	97.6	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	4	PERCENT	IHR10	Percentage	 Zoonotic events	92	100	100	100	100	100	100	100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	5	PERCENT	IHR12	Percentage	Chemical events	85	83	62	62	62	38	77	31	54	2017	31	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	6	PERCENT	IHR04	Percentage	Response	100	100	100	100	81	64	70	82	79.4	2017	82	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	100	100	100	100	100	100	100	75	95	2017	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	8	PERCENT	IHR06	Percentage	Risk communication	100	100	100	100	100	86	71	57	82.8	2017	57	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	100	92	71	83	77	62	54	69	69	2017	69	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	10	PERCENT	IHR05	Percentage	Preparedness	100	100	100	100	100	91	80	83	90.8	2017	83	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	11	PERCENT	IHR09	Percentage	Points of entry	84	75	66	94	94	94	94	83	91.8	2017	83	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	91	83	100	83	100	100	100	73	91.2	2017	73	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	268	43.3713615	42.04813028	GEO	Georgia	13	PERCENT	IHR03	Percentage	Surveillance	96	100	100	100	95	90	95	70	90	2017	70	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	PERCENT	IHR11	Percentage	Food safety	73	67		73	67			27	55.6666666666667	2017	27	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	2	PERCENT	IHR07	Percentage	Human resources	50	0		0	20			0	6.66666666666667	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	3	PERCENT	IHR08	Percentage	Laboratory	19	60		96	41			17	51.3333333333333	2017	17	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	4	PERCENT	IHR10	Percentage	 Zoonotic events	92	89		100	0			22	40.6666666666667	2017	22	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	5	PERCENT	IHR12	Percentage	Chemical events	50	67		67	38			46	50.3333333333333	2017	46	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	6	PERCENT	IHR04	Percentage	Response	68	71		59	22			65	48.6666666666667	2017	65	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	0	50		25	50			0	25	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	8	PERCENT	IHR06	Percentage	Risk communication	40	71		71	71			14	52	2017	14	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	0	0		38	0			0	12.6666666666667	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	10	PERCENT	IHR05	Percentage	Preparedness	46	55		63	0			25	29.3333333333333	2017	25	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	11	PERCENT	IHR09	Percentage	Points of entry	84	32		65	21			63	49.6666666666667	2017	63	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	55	43		66	53			0	39.6666666666667	2017	0	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	270	-15.39944785	13.45295927	GMB	Gambia	13	PERCENT	IHR03	Percentage	Surveillance	68	80		85	45			75	68.3333333333333	2017	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	PERCENT	IHR11	Percentage	Food safety													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	2	PERCENT	IHR07	Percentage	Human resources													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	3	PERCENT	IHR08	Percentage	Laboratory													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	4	PERCENT	IHR10	Percentage	 Zoonotic events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	5	PERCENT	IHR12	Percentage	Chemical events													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	6	PERCENT	IHR04	Percentage	Response													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	7	PERCENT	IHR01	Percentage	National legislation, policy and financing													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	8	PERCENT	IHR06	Percentage	Risk communication													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	9	PERCENT	IHR13	Percentage	Radionuclear emergencies													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	10	PERCENT	IHR05	Percentage	Preparedness													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	11	PERCENT	IHR09	Percentage	Points of entry													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	275	35.25694122	31.94347933	PSE	State of Palestine	13	PERCENT	IHR03	Percentage	Surveillance													
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	1	PERCENT	IHR11	Percentage	Food safety	100	92	100		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	2	PERCENT	IHR07	Percentage	Human resources	33	25	100		100			60	80	2017	60	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	3	PERCENT	IHR08	Percentage	Laboratory	100	100	100		96			100	98	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	4	PERCENT	IHR10	Percentage	 Zoonotic events	84	100	100		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	5	PERCENT	IHR12	Percentage	Chemical events	85	100	100		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	6	PERCENT	IHR04	Percentage	Response	89	100	94		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	100	100	100		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	8	PERCENT	IHR06	Percentage	Risk communication	70	100	100		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	80	100	100		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	10	PERCENT	IHR05	Percentage	Preparedness	78	75	80		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	11	PERCENT	IHR09	Percentage	Points of entry	70	30	27		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	100	100	100		100			100	100	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	276	10.3806066	51.08862743	DEU	Germany	13	PERCENT	IHR03	Percentage	Surveillance	60	100	100		95			95	95	2017	95	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	PERCENT	IHR11	Percentage	Food safety	40	25	47	53	67		87	87	73.5	2017	87	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	2	PERCENT	IHR07	Percentage	Human resources	33	0	40	40	40		40	40	40	2017	40	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	3	PERCENT	IHR08	Percentage	Laboratory	46	30	51	100	100		96	96	98	2017	96	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	4	PERCENT	IHR10	Percentage	 Zoonotic events	76	33	78	100	89		100	100	97.25	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	5	PERCENT	IHR12	Percentage	Chemical events	42	0	31	54	54		46	46	50	2017	46	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	6	PERCENT	IHR04	Percentage	Response	79	43	65	88	94		88	88	89.5	2017	88	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	7	PERCENT	IHR01	Percentage	National legislation, policy and financing	0	50	50	75	75		75	75	75	2017	75	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	8	PERCENT	IHR06	Percentage	Risk communication	90	43	43	43	71		86	86	71.5	2017	86	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	9	PERCENT	IHR13	Percentage	Radionuclear emergencies	93	67	43	62	62		100	100	81	2017	100	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	10	PERCENT	IHR05	Percentage	Preparedness	48	32	50	51	51		52	52	51.5	2017	52	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	11	PERCENT	IHR09	Percentage	Points of entry	73	61	31	31	37		36	36	35	2017	36	Global Health Observatory (GHO), World Health Organisation (WHO)	
2018.Q2.G.01	SH_IHR_CAPS	International Health Regulations (IHR) capacity, by type of IHR capacity (%)	288	-1.205623522	7.964825185	GHA	Ghana	12	PERCENT	IHR02	Percentage	 Coordination and National Focal Point communications	53	53	53	73	73		73	73	73	2017	73	Global Health Observatory (GHO), World Health Organisation (WHO)	
