series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of mobile technology	Units description	Type of mobile technology description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	328	-58.97322037	4.788012784	GUY	Guyana	3	PERCENT	AL4G	Percentage	at least 4g mobile network																50		50	2015	50	National Frequency Management Unit	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	332	-72.33640958	18.40426539	HTI	Haiti	1	PERCENT	AL3G	Percentage	at least 3g mobile network								40	50						40	50	57	49	2016	57	Conseil National des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	332	-72.33640958	18.40426539	HTI	Haiti	2	PERCENT	AL2G	Percentage	at least 2g mobile network															63.32	70.05	57	63.4566666666667	2016	57	Conseil National des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	332	-72.33640958	18.40426539	HTI	Haiti	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	14	14	2016	14	Conseil National des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	336	12.45315803	41.90343751	VAT	Holy See	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	336	12.45315803	41.90343751	VAT	Holy See	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	336	12.45315803	41.90343751	VAT	Holy See	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	340	-86.59974381	14.82243161	HND	Honduras	1	PERCENT	AL3G	Percentage	at least 3g mobile network								79.79	83.12						79.79	83.12	70.3	77.7366666666667	2016	70.3	Comisión Nacional de Telecomunicaciones (CONATEL)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	340	-86.59974381	14.82243161	HND	Honduras	2	PERCENT	AL2G	Percentage	at least 2g mobile network							57	89.93								99.87	90.22	95.045	2016	90.22	Comisión Nacional de Telecomunicaciones (CONATEL)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	340	-86.59974381	14.82243161	HND	Honduras	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	18	50.75	22.9166666666667	2016	50.75	Comisión Nacional de Telecomunicaciones (CONATEL)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	PERCENT	AL3G	Percentage	at least 3g mobile network			99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	2016	99	Office of the Communications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	PERCENT	AL2G	Percentage	at least 2g mobile network	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Office of the Communications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	PERCENT	AL4G	Percentage	at least 4g mobile network															95	99	99	97.6666666666667	2016	99	Office of the Communications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	348	19.41221519	47.1651448	HUN	Hungary	1	PERCENT	AL3G	Percentage	at least 3g mobile network		70	79	66	71	97.4		98.4	99	79	66	71	97.4		98.4	99	99	98.45	2016	99	National Media and Infocommunications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	348	19.41221519	47.1651448	HUN	Hungary	2	PERCENT	AL2G	Percentage	at least 2g mobile network	95.05	95.83	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	2016	99	National Media and Infocommunications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	348	19.41221519	47.1651448	HUN	Hungary	3	PERCENT	AL4G	Percentage	at least 4g mobile network															80	97.3	98	91.7666666666667	2016	98	National Media and Infocommunications Authority	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	352	-19.02116966	64.79134763	ISL	Iceland	1	PERCENT	AL3G	Percentage	at least 3g mobile network	63		87	92	96	96	96	98	99	87	92	96	96	96	98	99	99	97.6	2016	99	Post and Telecom Administration	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	352	-19.02116966	64.79134763	ISL	Iceland	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	2016	99	Post and Telecom Administration	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	352	-19.02116966	64.79134763	ISL	Iceland	3	PERCENT	AL4G	Percentage	at least 4g mobile network															89	93	95.5	92.5	2016	95.5	Post and Telecom Administration	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	356	79.3608464	22.34642074	IND	India	1	PERCENT	AL3G	Percentage	at least 3g mobile network	0	0	0.08					61	74	0.08					61	74	79.67	71.5566666666667	2016	79.67	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	356	79.3608464	22.34642074	IND	India	2	PERCENT	AL2G	Percentage	at least 2g mobile network		21.1				30.5	60.9	70		83				93.46		79.82		86.64	2015	79.82	Department of Telecommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	356	79.3608464	22.34642074	IND	India	3	PERCENT	AL4G	Percentage	at least 4g mobile network															2	4	73.5	26.5	2016	73.5	ITU estimates.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	360	113.9174	-0.994582204	IDN	Indonesia	1	PERCENT	AL3G	Percentage	at least 3g mobile network								60	60						60	60	74.86	64.9533333333333	2016	74.86	Ministry of Communication and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	360	113.9174	-0.994582204	IDN	Indonesia	2	PERCENT	AL2G	Percentage	at least 2g mobile network	89				90	90	90					100				95	87.9	91.45	2016	87.9	Ministry of Communication and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	360	113.9174	-0.994582204	IDN	Indonesia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															10	5	22.6	12.5333333333333	2016	22.6	Ministry of Communication and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	PERCENT	AL3G	Percentage	at least 3g mobile network				0	0	40.83	48	52	59.81		0	0	40.83	48	52	59.81	62.67	52.662	2016	62.67	Information Technology Organization of Iran (ITO)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	2	PERCENT	AL2G	Percentage	at least 2g mobile network		32		50	65	75	82	95			85	85	96	94	94.2	94.2	96.5	94.98	2016	96.5	Information Technology Organization of Iran (ITO)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	3	PERCENT	AL4G	Percentage	at least 4g mobile network															4.33	14.06	28.94	15.7766666666667	2016	28.94	Information Technology Organization of Iran (ITO)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	368	43.76606267	33.05013795	IRQ	Iraq	1	PERCENT	AL3G	Percentage	at least 3g mobile network								60	55						60	55	73	62.6666666666667	2016	73	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	368	43.76606267	33.05013795	IRQ	Iraq	2	PERCENT	AL2G	Percentage	at least 2g mobile network						68.1	72.1									98		98	2015	98	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	368	43.76606267	33.05013795	IRQ	Iraq	3	PERCENT	AL4G	Percentage	at least 4g mobile network															30	55		42.5	2015	55	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	372	-7.121425272	53.25274054	IRL	Ireland	1	PERCENT	AL3G	Percentage	at least 3g mobile network		89			95	95	95	95	95			95	95	95	95	95	95	95	2016	95	Commission for Communications Regulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	372	-7.121425272	53.25274054	IRL	Ireland	2	PERCENT	AL2G	Percentage	at least 2g mobile network	98	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	2016	99	Commission for Communications Regulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	372	-7.121425272	53.25274054	IRL	Ireland	3	PERCENT	AL4G	Percentage	at least 4g mobile network															87	90	90	89	2016	90	Commission for Communications Regulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	376	34.62277992	31.06164552	ISR	Israel	1	PERCENT	AL3G	Percentage	at least 3g mobile network				99	99	99	99	99	99		99	99	99	99	99	99	99	99	2016	99	Ministry of Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	376	34.62277992	31.06164552	ISR	Israel	2	PERCENT	AL2G	Percentage	at least 2g mobile network			97	97	98	99	99.7		100		99	99	99	100		99	99	99.25	2016	99	Ministry of Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	376	34.62277992	31.06164552	ISR	Israel	3	PERCENT	AL4G	Percentage	at least 4g mobile network															60	60	70	63.3333333333333	2016	70	Ministry of Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	380	12.57022427	42.79917282	ITA	Italy	1	PERCENT	AL3G	Percentage	at least 3g mobile network		62	70	80	98	99	99.7	99	100	70	80	98	99	99.7	99	100	100	99.54	2016	100	Ministry of Economic Development	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	380	12.57022427	42.79917282	ITA	Italy	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99.6	99.6	99.8	99.8	99.8	99.8	99.8	99.8	99	99	99	99	99	100	100	100	100	99.8	2016	100	Ministry of Economic Development	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	380	12.57022427	42.79917282	ITA	Italy	3	PERCENT	AL4G	Percentage	at least 4g mobile network															90	93	96	93	2016	96	Ministry of Economic Development	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	PERCENT	AL3G	Percentage	at least 3g mobile network			0	0	0			43.56	45.75	0	0	0			43.56	45.75	56.25	48.52	2016	56.25	ARTCI	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	2	PERCENT	AL2G	Percentage	at least 2g mobile network	23.4	36	46.6	50	55	55	59		84.9	92.2	92.1	92.1	94.5	97.9	97.94	97.94	97.94	97.244	2016	97.94	ARTCI	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	3	PERCENT	AL4G	Percentage	at least 4g mobile network															27.27	33	34	31.4233333333333	2016	34	ARTCI	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	PERCENT	AL3G	Percentage	at least 3g mobile network								60	90						60	90	95	81.6666666666667	2016	95	Office of Utilities Regulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	388	-77.31068409	18.15616857	JAM	Jamaica	2	PERCENT	AL2G	Percentage	at least 2g mobile network		80	95	95	95	95	85.21	95								100	100	100	2016	100	Office of Utilities Regulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	388	-77.31068409	18.15616857	JAM	Jamaica	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	5	5	2016	5	Office of Utilities Regulation	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	392	139.2716103	36.6554539	JPN	Japan	1	PERCENT	AL3G	Percentage	at least 3g mobile network						99.9	99.9	99.9	99.9				99.9	99.9	99.9	99.9	99.9	99.9	2016	99.9	Ministry of Internal Affairs and Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	392	139.2716103	36.6554539	JPN	Japan	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99	99	99	99	99	99	99.7	99.77	99.88	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	2016	99.9	Ministry of Internal Affairs and Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	392	139.2716103	36.6554539	JPN	Japan	3	PERCENT	AL4G	Percentage	at least 4g mobile network															99	99	99	99	2016	99	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	PERCENT	AL3G	Percentage	at least 3g mobile network							59	59	72.7					59	59	72.7	86.8	69.375	2016	86.8	Ministry of Information and Communication of the Republic of Kazakhstan	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	PERCENT	AL2G	Percentage	at least 2g mobile network		94					51	81	94		95				86.6	96.6	96.6	93.2666666666667	2016	96.6	Ministry of Information and Communication of the Republic of Kazakhstan	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	3	PERCENT	AL4G	Percentage	at least 4g mobile network															43.3	65.5	69	59.2666666666667	2016	69	Ministry of Information and Communication of the Republic of Kazakhstan	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	400	37.13024774	30.65365973	JOR	Jordan	1	PERCENT	AL3G	Percentage	at least 3g mobile network				50	70	90	98	99	99		50	70	90	98	99	99	99	97	2016	99	Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	400	37.13024774	30.65365973	JOR	Jordan	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	2016	99	Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	400	37.13024774	30.65365973	JOR	Jordan	3	PERCENT	AL4G	Percentage	at least 4g mobile network															80	80	87	82.3333333333333	2016	87	Telecommunications Regulatory Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	404	37.86096816	0.534797278	KEN	Kenya	1	PERCENT	AL3G	Percentage	at least 3g mobile network								50	69						50	69	78	65.6666666666667	2016	78	Communications Authority  of Kenya	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	404	37.86096816	0.534797278	KEN	Kenya	2	PERCENT	AL2G	Percentage	at least 2g mobile network					52	62	65	77	83	84.5	89	89.1	89.08	89.08	89.08	92	94.4	90.728	2016	94.4	Communications Authority  of Kenya	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	404	37.86096816	0.534797278	KEN	Kenya	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	7	21.5	9.5	2016	21.5	ITU estimate.	
